,Package,DownloadRank,Percentile,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,trend,up_down
371,rgu34bprobe,347/927,37.43,444,344,126,139,141,82,72,112,95,189,196,415,302,214,213,259,299,-2.72058823529435,Downward
372,rgu34cprobe,347/927,37.43,431,350,120,143,140,81,66,108,101,201,202,429,304,213,208,251,288,-2.71078431372566,Downward
373,u133x3pprobe,347/927,37.43,440,336,129,149,152,96,91,137,112,194,270,402,318,237,224,257,318,-3.62254901960803,Downward
374,cottoncdf,374/927,40.35,414,339,116,89,135,124,127,251,125,185,205,466,347,292,283,296,296,-6.70588235294088,Downward
375,drosgenome1probe,374/927,40.35,431,342,132,155,149,108,94,140,99,191,223,472,363,297,290,316,432,-9.16911764705902,Downward
376,hgu133plus2frmavecs,374/927,40.35,589,397,365,226,323,337,508,538,648,611,743,924,724,140,NA,NA,NA,-19.369230769235,Downward
377,hgu95dcdf,374/927,40.35,449,318,142,157,164,122,142,255,135,233,264,481,374,345,349,374,428,-11.1397058823528,Downward
378,hgu95ecdf,374/927,40.35,431,329,117,151,148,114,131,232,136,239,256,474,359,344,340,367,418,-11.3872549019606,Downward
379,htratfocuscdf,374/927,40.35,422,336,126,168,176,118,123,229,116,189,221,451,328,278,303,304,290,-5.13480392156841,Downward
380,illuminaMousev1p1.db,374/927,40.35,427,381,375,247,1647,799,1375,1642,156,233,250,479,392,290,296,295,336,27.5196078431361,Upward
381,illuminaRatv1.db,374/927,40.35,431,397,379,247,1645,818,1361,1611,160,264,291,552,500,348,310,287,306,25.8431372549012,Upward
382,lumiRatAll.db,374/927,40.35,403,379,130,97,158,103,115,162,147,246,295,592,526,342,314,334,362,-12.4240196078425,Downward
383,medicagoprobe,374/927,40.35,428,354,117,140,138,96,90,117,117,193,248,432,312,243,229,240,324,-4.05147058823549,Downward
384,mgu74cv2cdf,374/927,40.35,438,308,129,157,168,122,123,236,136,217,249,494,380,331,320,348,376,-9.79656862745071,Downward
385,mogene20stprobeset.db,374/927,40.35,462,417,155,156,195,113,146,238,193,253,1308,483,243,NA,NA,NA,NA,-22.197802197803,Downward
386,pd.mogene.2.1.st,374/927,40.35,520,464,383,377,547,545,572,294,204,289,356,451,202,NA,NA,NA,NA,18.0329670329671,Upward
387,rae230bcdf,374/927,40.35,420,342,118,126,168,111,111,233,153,218,245,461,334,251,273,296,326,-5.9999999999999,Downward
388,soybeanprobe,374/927,40.35,437,336,124,171,173,88,88,147,127,197,270,439,341,247,256,332,371,-6.75245098039227,Downward
389,wheatprobe,374/927,40.35,433,323,124,139,165,96,89,139,113,194,255,448,306,214,212,229,312,-3.14705882352963,Downward
390,BSgenome.Amellifera.BeeBase.assembly4,390/927,42.07,438,380,190,129,182,156,174,222,152,240,307,684,578,498,513,480,485,-20.3700980392146,Downward
391,BSgenome.Amellifera.UCSC.apiMel2,390/927,42.07,414,381,275,123,192,127,147,197,136,224,320,653,571,489,462,473,496,-18.919117647058,Downward
392,BSgenome.Ggallus.UCSC.galGal4,390/927,42.07,493,345,298,170,210,134,147,220,167,252,336,584,425,75,NA,NA,NA,0.958241758240474,Upward
393,BSgenome.Ptroglodytes.UCSC.panTro2,390/927,42.07,435,389,235,93,160,119,109,158,112,187,255,542,372,280,232,263,260,-2.62990196078415,Downward
394,citruscdf,390/927,42.07,430,328,133,132,172,126,117,225,124,198,235,442,348,303,305,306,362,-7.47549019607838,Downward
395,clariomdhumanprobeset.db,390/927,42.07,467,508,289,226,303,252,234,249,200,16,NA,NA,NA,NA,NA,NA,NA,39.0424242424241,Upward
396,cMAP,390/927,42.07,435,605,593,379,517,331,531,719,816,871,1143,1978,1501,1267,1009,1426,1851,-83.9803921568603,Downward
397,drosgenome1.db,390/927,42.07,373,638,302,194,204,146,144,209,208,272,289,552,425,346,337,368,361,-3.52696078431366,Downward
398,ecoli2probe,390/927,42.07,424,324,124,177,191,111,115,168,103,208,251,461,358,299,287,310,333,-6.84313725490181,Downward
399,ecolicdf,390/927,42.07,491,561,483,285,374,301,329,411,304,404,462,705,539,510,547,834,1262,-28.7230392156879,Downward
400,hgu133afrmavecs,390/927,42.07,462,569,365,163,236,226,357,385,447,432,495,731,587,140,NA,NA,NA,-7.25494505494746,Downward
401,hu35ksubcprobe,390/927,42.07,422,348,127,144,160,99,99,122,111,205,216,427,317,250,243,251,291,-3.50000000000005,Downward
402,hwgcod.db,390/927,42.07,445,378,149,155,207,123,135,158,148,210,251,439,345,266,257,261,304,-2.54901960784322,Downward
403,mgu74bv2cdf,390/927,42.07,416,336,130,137,162,120,142,264,151,216,243,493,379,332,330,348,400,-10.4705882352939,Downward
404,mu11ksubbprobe,390/927,42.07,422,350,121,144,144,81,93,144,108,198,200,411,297,225,229,244,277,-2.50245098039227,Downward
405,xenopuslaeviscdf,390/927,42.07,427,336,98,85,110,103,95,205,124,212,206,433,304,217,221,234,310,-4.27205882352954,Downward
406,xtropicalisprobe,390/927,42.07,422,337,109,169,162,67,71,126,91,168,225,374,293,198,179,203,232,0.240196078431178,Upward
407,BSgenome.Drerio.UCSC.danRer5,407/927,43.91,444,358,254,95,174,108,111,191,134,240,291,573,456,379,326,309,94,-4.02205882352805,Downward
408,BSgenome.Drerio.UCSC.danRer6,407/927,43.91,418,363,243,103,177,122,127,198,130,206,269,541,454,355,292,51,NA,-2.08088235294118,Downward
409,hgu95d.db,407/927,43.91,393,529,172,200,197,165,166,203,176,251,273,482,390,323,331,367,416,-6.38235294117657,Downward
410,hgug4110b.db,407/927,43.91,414,514,204,184,246,195,193,224,204,265,285,501,385,336,304,364,409,-4.82598039215699,Downward
411,hgug4111a.db,407/927,43.91,385,509,159,143,203,153,164,207,157,225,254,489,362,302,276,315,332,-3.81617647058822,Downward
412,hthgu133bcdf,407/927,43.91,420,342,124,147,177,142,137,257,138,216,245,464,353,303,324,330,305,-6.91421568627412,Downward
413,hthgu133pluspmprobe,407/927,43.91,423,362,156,162,194,134,177,210,184,259,311,519,411,312,312,309,206,-4.70343137254821,Downward
414,mgu74acdf,407/927,43.91,414,348,109,93,151,129,139,244,140,233,265,500,393,323,344,368,456,-13.1323529411763,Downward
415,mgu74ccdf,407/927,43.91,417,314,112,80,130,105,111,229,118,203,224,452,343,253,261,290,333,-7.38235294117636,Downward
416,nugohs1a520180cdf,407/927,43.91,385,345,125,121,148,106,136,240,117,213,224,459,329,254,234,241,63,0.129901960785198,Upward
417,pd.feinberg.hg18.me.hx1,407/927,43.91,405,381,177,92,149,89,99,192,117,171,158,471,339,275,321,174,NA,-2.64117647058824,Downward
418,pd.u133.x3p,407/927,43.91,440,409,224,183,237,198,216,295,202,236,239,439,300,188,86,NA,NA,8.32857142857201,Upward
419,rgu34aprobe,407/927,43.91,419,323,135,198,179,94,104,155,141,229,251,459,336,242,254,287,370,-5.83578431372566,Downward
420,RmiR.hsa,407/927,43.91,404,365,159,90,156,96,109,195,251,324,266,496,379,241,232,229,85,-0.549019607842201,Downward
421,rwgcod.db,407/927,43.91,422,355,123,91,170,86,65,122,91,186,206,412,320,216,196,222,238,-1.43137254901965,Downward
422,ygs98probe,407/927,43.91,421,348,124,131,156,103,119,150,147,230,251,467,356,279,307,304,361,-8.05392156862735,Downward
423,BSgenome.Gaculeatus.UCSC.gasAcu1,423/927,45.63,409,361,260,116,176,120,141,178,160,229,283,549,433,334,184,NA,NA,-5.06428571428416,Downward
424,htmg430pmcdf,423/927,45.63,437,389,204,135,259,246,290,380,262,338,354,566,421,362,337,337,185,-3.05637254901853,Downward
425,hu35ksubbprobe,423/927,45.63,417,352,106,98,129,89,103,146,104,209,206,439,310,252,256,245,280,-4.57843137254894,Downward
426,hu35ksubdprobe,423/927,45.63,411,358,108,136,156,93,94,137,107,194,214,442,292,256,254,246,278,-3.71568627450978,Downward
427,hugene20stprobeset.db,423/927,45.63,391,480,168,189,235,216,164,256,236,308,345,493,255,NA,NA,NA,NA,-1.95604395604409,Downward
428,illuminaHumanv2BeadID.db,423/927,45.63,413,379,150,150,179,122,147,219,169,228,263,497,422,353,563,526,588,-20.2450980392154,Downward
429,mgu74a.db,423/927,45.63,510,500,195,228,227,197,179,207,171,251,261,528,392,311,319,353,397,-2.66421568627478,Downward
430,pd.cytogenetics.array,423/927,45.63,406,443,205,99,164,103,120,187,118,170,245,450,304,242,206,154,NA,2.67058823529412,Upward
431,plasmodiumanophelesprobe,423/927,45.63,431,335,125,126,132,68,80,127,97,189,178,425,320,206,202,227,293,-2.65441176470611,Downward
432,xtropicaliscdf,423/927,45.63,411,312,100,86,125,98,97,208,88,172,191,428,304,210,200,228,244,-2.82843137254898,Downward
433,BSgenome.Btaurus.UCSC.bosTau6,433/927,46.71,429,575,700,168,248,193,215,238,150,252,296,558,357,NA,NA,NA,NA,11.1648351648355,Upward
434,drosophila2.db,433/927,46.71,550,524,197,206,250,224,335,738,641,539,597,887,582,469,429,432,462,-12.2573529411753,Downward
435,EnsDb.Mmusculus.v75,433/927,46.71,529,522,330,325,370,261,210,300,230,182,84,NA,NA,NA,NA,NA,NA,37.2272727272736,Upward
436,hgu95b.db,433/927,46.71,422,499,191,229,228,183,176,217,188,272,304,546,443,364,361,397,448,-8.45343137254897,Downward
437,htmg430bcdf,433/927,46.71,409,302,139,135,158,114,124,226,116,202,234,432,330,286,295,314,295,-6.62009803921539,Downward
438,htmg430bprobe,433/927,46.71,418,321,132,189,159,95,82,126,110,188,197,395,313,266,269,280,293,-4.23529411764706,Downward
439,htmg430pmprobe,433/927,46.71,398,356,116,97,145,109,135,172,137,217,285,486,347,292,268,285,175,-4.63235294117569,Downward
440,IlluminaHumanMethylation450kprobe,433/927,46.71,430,369,200,188,254,184,198,250,192,259,367,537,484,305,3,NA,NA,0.264285714288556,Upward
441,lumiRatIDMapping,433/927,46.71,401,355,116,136,137,90,112,148,121,238,285,554,533,325,307,302,188,-8.40196078431256,Downward
442,mgug4121a.db,433/927,46.71,367,506,135,99,172,109,92,153,131,226,229,462,377,289,268,285,319,-5.00735294117642,Downward
443,mogene10stv1probe,433/927,46.71,408,359,139,127,148,160,184,263,227,334,433,669,554,543,476,224,NA,-18.3441176470588,Downward
444,nugohs1a520180.db,433/927,46.71,412,348,143,136,183,94,95,156,124,216,209,443,356,259,230,227,64,1.14460784313803,Upward
445,pd.hg.u133b,433/927,46.71,420,390,258,200,255,218,261,260,219,254,283,457,318,207,97,NA,NA,6.8464285714294,Upward
446,pd.ht.mg.430a,433/927,46.71,406,366,228,119,172,145,161,298,133,204,242,445,296,197,95,NA,NA,4.45357142857222,Upward
447,pd.moe430a,433/927,46.71,406,380,216,160,215,145,153,223,141,194,219,433,291,187,91,NA,NA,6.42142857142908,Upward
448,pd.raex.1.0.st.v1,433/927,46.71,407,380,193,140,174,109,104,204,108,199,234,397,327,236,199,220,129,2.68872549019636,Upward
449,pd.soybean,433/927,46.71,385,395,193,138,180,102,111,195,119,165,227,413,308,183,88,NA,NA,5.003571428572,Upward
450,ragene20stprobeset.db,433/927,46.71,357,438,116,97,144,88,78,162,118,178,168,345,199,NA,NA,NA,NA,5.16483516483532,Upward
451,Rattus.norvegicus,433/927,46.71,511,673,543,292,316,250,245,309,230,296,305,497,339,60,NA,NA,NA,21.8813186813187,Upward
452,rgug4130a.db,433/927,46.71,369,496,119,99,151,83,106,143,112,192,194,450,326,217,211,242,268,-1.42647058823542,Downward
453,xlaevis2probe,433/927,46.71,413,302,124,117,150,61,80,112,93,166,251,419,290,193,171,111,NA,1.24264705882353,Upward
454,ygs98.db,433/927,46.71,411,575,287,196,290,230,200,270,283,281,275,527,420,296,303,272,348,1.12009803921543,Upward
455,bovine.db,455/927,49.08,418,510,184,193,234,179,245,457,379,369,410,729,717,636,589,548,631,-25.5857843137242,Downward
456,hgfocuscdf,455/927,49.08,422,647,352,288,353,401,462,496,496,531,597,833,749,578,572,609,696,-19.3161764705874,Downward
457,hgu219probe,455/927,49.08,400,340,144,151,168,127,145,218,189,252,321,510,399,291,245,45,NA,-1.38970588235294,Downward
458,htrat230pmcdf,455/927,49.08,402,343,110,133,159,105,133,240,132,211,228,444,349,297,295,309,179,-4.52450980392081,Downward
459,hugene21stprobeset.db,455/927,49.08,398,461,164,156,178,123,135,207,159,200,251,397,219,NA,NA,NA,NA,4.76923076923085,Upward
460,IlluminaHumanMethylation27kanno.ilmn12.hg19,455/927,49.08,515,449,232,254,276,318,558,1152,152,16,NA,NA,NA,NA,NA,NA,NA,6.15757575757621,Upward
461,mogene21stprobeset.db,455/927,49.08,363,448,154,150,180,108,100,198,135,180,239,400,90,NA,NA,NA,NA,7.9560439560439,Upward
462,nugohs1a520180probe,455/927,49.08,389,324,122,129,152,81,100,131,107,196,213,447,342,247,222,229,60,-0.102941176469745,Downward
463,nugomm1a520177probe,455/927,49.08,408,331,110,108,127,73,98,109,105,182,220,449,329,232,219,229,63,-0.129901960783521,Downward
464,pd.2006.07.18.mm8.refseq.promoter,455/927,49.08,388,357,179,87,141,94,115,193,123,170,157,465,348,270,253,153,NA,-1.69264705882353,Downward
465,pd.bsubtilis,455/927,49.08,397,375,184,135,173,100,95,177,99,174,167,436,300,198,101,NA,NA,4.34285714285761,Upward
466,pd.citrus,455/927,49.08,393,376,172,98,151,93,95,189,112,176,245,423,298,197,99,NA,NA,2.6321428571436,Upward
467,pd.e.coli.2,455/927,49.08,417,389,224,167,215,100,107,205,117,185,185,415,307,197,101,NA,NA,6.66785714285743,Upward
468,pd.mirna.4.0,455/927,49.08,481,376,323,239,338,330,328,414,502,388,247,42,NA,NA,NA,NA,NA,13.9650349650325,Upward
469,pd.porcine,455/927,49.08,411,347,196,137,190,116,123,196,119,179,241,397,311,187,91,NA,NA,4.67857142857205,Upward
470,pd.ragene.1.1.st.v1,455/927,49.08,404,395,201,98,147,103,101,193,118,186,230,427,316,219,168,114,NA,3.47941176470588,Upward
471,pd.ragene.2.0.st,455/927,49.08,469,332,204,123,180,139,173,260,178,221,279,432,201,NA,NA,NA,NA,2.18131868131864,Upward
472,pd.x.laevis.2,455/927,49.08,400,359,166,94,160,91,122,200,125,173,214,403,273,179,87,NA,NA,4.18214285714345,Upward
473,ragene21stprobeset.db,455/927,49.08,359,422,134,128,157,77,75,139,86,154,156,362,166,NA,NA,NA,NA,7.53846153846169,Upward
474,xlaevis2cdf,455/927,49.08,394,311,115,123,162,89,108,201,112,185,214,410,314,215,217,228,234,-2.39705882352931,Downward
475,BSgenome.Mmusculus.UCSC.mm9.masked,475/927,51.24,399,488,388,227,280,205,230,266,226,280,326,342,NA,NA,NA,NA,NA,10.0104895104921,Upward
476,hcg110.db,475/927,51.24,381,510,165,155,178,161,153,169,147,230,253,437,323,280,271,285,311,-1.94852941176482,Downward
477,hguatlas13k.db,475/927,51.24,387,487,123,101,163,95,109,152,103,199,197,422,321,270,266,275,302,-3.37009803921577,Downward
478,htrat230pmprobe,475/927,51.24,388,329,133,124,149,86,100,147,102,181,212,443,317,261,259,275,172,-3.27450980392102,Downward
479,hu35ksubc.db,475/927,51.24,391,480,157,166,186,151,129,170,130,213,206,461,322,271,260,269,282,-1.13970588235302,Downward
480,hu35ksubd.db,475/927,51.24,393,474,178,201,195,155,136,195,149,217,223,465,319,272,268,270,288,-0.610294117647169,Downward
481,illuminaHumanWGDASLv4.db,475/927,51.24,424,389,244,230,292,178,170,178,175,231,258,545,379,279,129,NA,NA,2.7892857142868,Upward
482,JazaeriMetaData.db,475/927,51.24,386,496,140,151,163,102,92,146,91,186,202,415,320,246,231,245,267,-0.340686274509995,Downward
483,MafDb.1Kgenomes.phase3.hs37d5,475/927,51.24,488,732,1210,351,463,274,266,171,151,106,NA,NA,NA,NA,NA,NA,NA,79.6606060606055,Upward
484,mgu74b.db,475/927,51.24,370,506,157,150,189,160,141,194,127,209,199,476,333,269,266,289,320,-2.41421568627465,Downward
485,mgu74cv2.db,475/927,51.24,374,524,207,192,229,167,164,191,142,216,233,515,378,296,275,308,351,-2.53676470588252,Downward
486,MoExExonProbesetLocation,475/927,51.24,408,345,149,135,166,93,125,171,158,231,351,585,516,525,796,757,4,-21.7450980392119,Downward
487,mouse4302frmavecs,475/927,51.24,368,561,707,119,168,138,168,206,277,257,284,555,356,80,NA,NA,NA,11.6747252747248,Upward
488,Mu15v1.db,475/927,51.24,356,491,134,139,173,98,87,131,118,183,187,425,312,226,220,231,259,-0.352941176470768,Downward
489,pd.bovine,475/927,51.24,375,399,190,145,177,97,119,190,106,173,217,407,308,198,102,NA,NA,4.35714285714338,Upward
490,pd.wheat,475/927,51.24,403,398,219,143,180,103,108,199,117,165,236,397,302,181,90,NA,NA,6.28928571428611,Upward
491,rae230b.db,475/927,51.24,372,483,157,189,192,151,123,169,145,225,238,461,334,241,232,274,304,-1.19362745098058,Downward
492,RaExExonProbesetLocation,475/927,51.24,392,391,115,89,126,87,118,151,161,236,330,587,503,467,576,725,3,-18.1348039215653,Downward
493,ragene10stv1cdf,475/927,51.24,380,353,141,125,167,137,164,268,139,215,268,534,402,341,297,173,NA,-6.04117647058824,Downward
494,ragene20sttranscriptcluster.db,475/927,51.24,367,451,150,151,185,90,116,208,145,214,213,411,192,NA,NA,NA,NA,4.23626373626378,Upward
495,FDb.UCSC.snp135common.hg19,495/927,53.4,419,359,156,118,155,124,124,184,145,190,252,455,334,56,NA,NA,NA,2.34505494505404,Upward
496,hgu95c.db,495/927,53.4,373,507,178,173,194,168,150,202,181,264,292,538,385,359,346,388,428,-9.22794117647046,Downward
497,hgubeta7.db,495/927,53.4,373,496,146,148,185,93,108,145,106,180,222,424,327,268,261,274,303,-2.45098039215701,Downward
498,hgug4101a.db,495/927,53.4,409,461,163,153,182,116,103,162,141,226,242,473,338,291,275,296,320,-3.75490196078434,Downward
499,Hs6UG171.db,495/927,53.4,370,463,146,148,188,107,113,164,113,191,223,432,328,261,261,251,269,-1.82598039215688,Downward
500,HuExExonProbesetLocationHg19,495/927,53.4,380,319,114,92,137,110,123,200,147,213,296,513,447,349,579,767,NA,-27.5647058823529,Downward
501,IlluminaHumanMethylation27kmanifest,495/927,53.4,485,405,205,210,243,231,525,1198,158,205,197,461,340,55,NA,NA,NA,8.41318681318554,Upward
502,mgu74c.db,495/927,53.4,381,471,163,149,173,155,129,184,130,202,224,470,354,272,268,290,318,-3.31127450980398,Downward
503,mpedbarray.db,495/927,53.4,348,504,129,132,172,89,77,139,94,185,192,452,303,231,216,227,249,-0.428921568627574,Downward
504,mu19ksubb.db,495/927,53.4,366,469,151,144,181,132,127,161,114,198,196,414,318,234,238,245,260,-0.306372549019739,Downward
505,pd.ag,495/927,53.4,397,366,190,148,176,93,92,166,121,198,171,396,292,195,103,NA,NA,4.85000000000037,Upward
506,pd.canine,495/927,53.4,390,338,170,85,150,94,111,209,109,182,221,421,298,196,100,NA,NA,1.82500000000082,Upward
507,pd.celegans,495/927,53.4,385,385,176,94,152,110,109,213,115,177,215,422,298,196,101,NA,NA,3.11071428571496,Upward
508,pd.clariom.s.mouse,495/927,53.4,486,458,379,297,485,295,286,346,198,16,NA,NA,NA,NA,NA,NA,NA,39.0181818181818,Upward
509,pd.drosgenome1,495/927,53.4,385,360,173,87,141,101,96,177,122,185,230,422,293,198,100,NA,NA,2.02142857142936,Upward
510,pd.hg.u95d,495/927,53.4,378,340,165,96,157,99,130,212,129,174,209,451,310,194,97,NA,NA,1.40357142857239,Upward
511,pd.ht.hg.u133a,495/927,53.4,418,386,272,148,250,197,221,311,198,305,300,507,354,208,102,NA,NA,3.89642857142983,Upward
512,pd.soygene.1.1.st,495/927,53.4,381,414,199,82,144,94,108,211,101,161,213,425,289,125,NA,NA,NA,3.39120879120851,Upward
513,pd.tomato,495/927,53.4,409,331,182,100,170,90,90,189,101,167,176,417,290,188,85,NA,NA,4.05357142857202,Upward
514,pd.x.tropicalis,495/927,53.4,408,348,194,142,177,90,105,217,104,177,212,408,280,182,86,NA,NA,5.27857142857194,Upward
515,ragene10stv1probe,495/927,53.4,395,335,116,120,144,67,81,148,124,169,240,470,332,223,200,92,NA,-0.252941176470589,Downward
516,ragene21sttranscriptcluster.db,495/927,53.4,371,417,124,93,123,79,77,135,114,178,170,376,178,NA,NA,NA,NA,4.86813186813197,Upward
517,rgu34c.db,495/927,53.4,366,476,161,189,194,137,112,164,136,203,205,445,317,226,223,272,285,-0.299019607843355,Downward
518,AHEnsDbs,518/927,55.88,538,310,172,169,188,146,155,135,65,NA,NA,NA,NA,NA,NA,NA,NA,41.2333333333333,Upward
519,BSgenome.Rnorvegicus.UCSC.rn7,518/927,55.88,426,1223,544,174,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.300000000017,Upward
520,hgu95e.db,518/927,55.88,401,476,176,219,211,158,152,194,168,261,278,504,388,334,325,368,409,-6.96568627450981,Downward
521,hgug4100a.db,518/927,55.88,364,500,190,196,242,163,146,191,170,246,255,496,392,321,301,319,340,-4.17647058823523,Downward
522,hu35ksuba.db,518/927,55.88,382,472,170,208,204,152,134,150,135,218,259,504,339,289,288,285,312,-2.83823529411766,Downward
523,HuO22.db,518/927,55.88,381,455,130,149,180,99,90,111,106,193,211,451,309,240,228,238,271,-1.32352941176484,Downward
524,indac.db,518/927,55.88,353,471,129,111,147,93,96,145,91,188,214,451,336,241,239,246,267,-2.83333333333332,Downward
525,mgu74bv2.db,518/927,55.88,378,459,152,151,176,158,136,182,135,223,233,478,350,302,279,312,343,-5.14460784313725,Downward
526,moex10stprobeset.db,518/927,55.88,358,426,138,113,158,115,107,174,120,189,213,223,NA,NA,NA,NA,NA,10.3846153846179,Upward
527,mu19ksubc.db,518/927,55.88,363,464,151,137,169,130,116,155,123,203,202,470,323,231,232,245,260,-1.11519607843142,Downward
528,nugomm1a520177cdf,518/927,55.88,361,297,111,121,139,105,119,215,107,190,208,433,324,242,228,236,62,-0.894607843136349,Downward
529,pd.081229.hg18.promoter.medip.hx1,518/927,55.88,387,335,185,94,133,88,98,192,125,183,156,431,318,268,256,152,NA,-1.45735294117647,Downward
530,pd.ath1.121501,518/927,55.88,404,346,215,194,252,155,174,264,135,215,249,437,344,211,94,NA,NA,4.61071428571519,Upward
531,pd.charm.hg18.example,518/927,55.88,374,348,207,137,187,116,155,273,189,219,238,567,398,403,328,206,NA,-7.50441176470588,Downward
532,pd.ecoli,518/927,55.88,398,334,194,93,155,97,101,213,104,166,165,428,300,198,102,NA,NA,3.02500000000061,Upward
533,pd.ecoli.asv2,518/927,55.88,390,334,191,128,177,96,121,208,106,176,188,427,290,195,102,NA,NA,3.50357142857202,Upward
534,pd.feinberg.mm8.me.hx1,518/927,55.88,396,344,168,82,147,92,109,199,110,168,158,449,332,271,258,146,NA,-1.53970588235294,Downward
535,pd.hg.focus,518/927,55.88,398,363,226,186,222,136,168,228,150,211,203,413,301,199,97,NA,NA,6.18928571428623,Upward
536,pd.hg.u95e,518/927,55.88,358,370,170,98,158,97,107,177,113,179,223,422,304,191,97,NA,NA,2.03571428571509,Upward
537,pd.mg.u74bv2,518/927,55.88,395,328,197,180,195,104,106,179,105,170,226,423,292,185,90,NA,NA,4.72142857142915,Upward
538,pd.ovigene.1.1.st,518/927,55.88,393,369,179,143,169,96,108,198,119,167,210,408,278,129,NA,NA,NA,3.85494505494483,Upward
539,pd.rg.u34a,518/927,55.88,403,354,169,101,171,110,112,200,107,181,178,427,308,182,88,NA,NA,3.85714285714352,Upward
540,pd.rg.u34b,518/927,55.88,376,311,175,131,181,95,105,203,105,179,170,405,288,182,86,NA,NA,3.60000000000065,Upward
541,pd.sugar.cane,518/927,55.88,386,329,171,146,177,82,97,180,98,158,171,387,292,178,87,NA,NA,4.62500000000046,Upward
542,pd.vitis.vinifera,518/927,55.88,382,346,181,145,180,103,96,158,103,165,217,427,279,184,90,NA,NA,4.12857142857201,Upward
543,pd.xenopus.laevis,518/927,55.88,393,352,186,139,183,92,95,188,108,177,213,428,291,176,88,NA,NA,4.41785714285774,Upward
544,primeviewprobe,518/927,55.88,427,351,196,213,243,188,209,230,164,297,354,509,362,152,NA,NA,NA,-1.25054945055043,Downward
545,raex10stprobeset.db,518/927,55.88,339,438,138,86,138,78,69,100,82,125,172,230,NA,NA,NA,NA,NA,13.3811188811226,Upward
546,rgu34b.db,518/927,55.88,354,491,148,149,178,136,116,183,122,206,218,456,325,229,226,272,292,-1.50490196078447,Downward
547,rgug4105a.db,518/927,55.88,341,477,125,139,164,78,85,147,102,189,186,445,300,214,196,226,244,-0.384803921568752,Downward
548,rnu34.db,518/927,55.88,391,481,146,185,191,133,117,169,134,202,218,408,310,208,207,228,264,1.88725490196044,Upward
549,zebrafish.db,518/927,55.88,421,493,212,203,247,178,162,239,218,333,327,555,397,296,269,296,334,-2.17401960784311,Downward
550,clariomshumantranscriptcluster.db,550/927,59.33,536,354,290,376,306,243,254,310,192,24,NA,NA,NA,NA,NA,NA,NA,36.7939393939393,Upward
551,hgug4845a.db,550/927,59.33,390,319,158,199,219,133,134,152,128,201,221,480,339,169,NA,NA,NA,-0.685714285714779,Downward
552,huex10stprobeset.db,550/927,59.33,394,407,170,139,186,167,173,275,214,251,336,300,NA,NA,NA,NA,NA,1.60139860139975,Upward
553,HuExExonProbesetLocation,550/927,59.33,385,344,156,94,146,123,163,187,184,226,344,3984,541,476,267,19,4,-26.5122549019558,Downward
554,hugene.1.0.st.v1frmavecs,550/927,59.33,446,250,163,173,202,144,184,221,201,256,239,437,341,53,NA,NA,NA,1.54285714285603,Upward
555,illuminaHumanWGDASLv3.db,550/927,59.33,395,333,160,145,203,97,131,155,140,204,257,487,346,263,120,NA,NA,-1.20714285714155,Downward
556,mguatlas5k.db,550/927,59.33,366,456,155,147,181,87,84,134,90,184,192,514,332,243,227,244,263,-1.85049019607845,Downward
557,mgug4104a.db,550/927,59.33,354,448,160,137,185,113,128,163,157,274,289,549,379,268,245,263,294,-4.67401960784291,Downward
558,moe430b.db,550/927,59.33,358,473,151,195,204,136,136,173,163,253,283,509,414,336,351,383,397,-9.60784313725464,Downward
559,mu11ksubb.db,550/927,59.33,360,455,161,144,182,145,128,172,143,205,227,477,323,249,248,269,281,-2.2156862745098,Downward
560,mu19ksuba.db,550/927,59.33,370,444,168,195,198,139,129,183,130,200,196,410,307,240,241,244,258,0.571078431372384,Upward
561,Mu22v3.db,550/927,59.33,354,459,133,131,185,93,69,107,98,180,184,438,297,229,219,236,257,-1.11519607843151,Downward
562,pd.2006.07.18.hg18.refseq.promoter,550/927,59.33,372,373,216,157,172,116,134,219,143,174,175,451,369,427,483,125,NA,-6.24411764705882,Downward
563,pd.aragene.1.0.st,550/927,59.33,407,339,214,110,168,136,137,249,151,204,244,464,335,156,NA,NA,NA,-0.479120879121476,Downward
564,pd.aragene.1.1.st,550/927,59.33,383,394,214,85,159,110,133,210,142,189,223,449,329,163,NA,NA,NA,0.375824175823772,Upward
565,pd.barley1,550/927,59.33,365,352,189,128,169,96,107,189,120,186,220,406,287,205,102,NA,NA,2.76785714285784,Upward
566,pd.cangene.1.1.st,550/927,59.33,367,365,174,98,160,94,111,178,98,171,225,419,293,145,NA,NA,NA,0.989010989010649,Upward
567,pd.canine.2,550/927,59.33,387,333,172,91,156,111,118,201,128,193,225,410,310,197,100,NA,NA,1.70714285714374,Upward
568,pd.drosophila.2,550/927,59.33,435,331,180,105,180,110,135,231,153,189,237,414,288,199,105,NA,NA,3.49642857142925,Upward
569,pd.felgene.1.1.st,550/927,59.33,371,363,182,85,155,90,113,207,101,167,208,395,295,137,NA,NA,NA,1.8131868131865,Upward
570,pd.hg.u133a.tag,550/927,59.33,356,352,195,137,186,105,96,175,118,165,233,403,303,190,97,NA,NA,3.20714285714354,Upward
